country	subset	label	treatment	block	legume	richness	date (additional dates below!)	species	species name	Biomass (g dryweight)	Individuals survived (at least partly green) (#)	timing	remark
BE	species	C-134578	C	4	0	6	10.09.2014	4	Holcus lanatus	6,9	3	post	
BE	species	C-134578	C	4	0	6	10.09.2014	5	Stellaria graminea	0,48	3	post	
BE	species	C-134578	C	4	0	6	10.09.2014	7	Rumex acetosa	3,27	3	post	
BE	species	C-134578	C	4	0	6	10.09.2014	8	Epilobium hirsutum	2,39	3	post	
BE	species	C-68b	C	4	1	3	10.09.2014	6	Ranunculus acris	2,19	6	post	
BE	species	C-68b	C	4	1	3	10.09.2014	8	Epilobium hirsutum	6,8	6	post	
BE	species	C-68b	C	4	1	3	10.09.2014	b	Vicia sativa	0	0	post	
BE	within	C-OQU	C	4	0	3	10.09.2014	O	DE Dactylis	19,45	6	post	
BE	within	C-OQU	C	4	0	3	10.09.2014	Q	IT Dactylis	16,24	6	post	
BE	within	C-OQU	C	4	0	3	10.09.2014	U	TR Dactylis	1	5	post	
BE	within	C-LRS	C	4	0	3	10.09.2014	L	BE Dactylis	12,2	6	post	
BE	within	C-LRS	C	4	0	3	10.09.2014	R	ES Dactylis	3,27	6	post	
BE	within	C-LRS	C	4	0	3	10.09.2014	S	SE Dactylis	0,84	1	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	2	Festuca rubra	5,72	3	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	4	Holcus lanatus	10,97	3	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	6	Ranunculus acris	2,93	3	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	8	Epilobium hirsutum	2,67	3	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	a	Trifolium pratense	2,28	3	post	
BE	species	C-2468ad	C	4	1	6	10.09.2014	d	Trifolium dubium	2,35	3	post	
BE	species	C-a	C	4	1	1	10.09.2014	a	Trifolium pratense	2,07	1	post	
BE	species	C-567	C	4	0	3	10.09.2014	5	Stellaria graminea	4,72	6	post	
BE	species	C-567	C	4	0	3	10.09.2014	6	Ranunculus acris	6,58	6	post	
BE	species	C-567	C	4	0	3	10.09.2014	7	Rumex acetosa	5,32	6	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	K	AT Dactylis	0,57	2	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	N	FR Dactylis	3,6	3	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	P	HU Dactylis	4,88	3	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	Q	IT Dactylis	8,24	3	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	T	CH Dactylis	1,2	3	post	
BE	within	C-KNPQTV	C	4	0	6	10.09.2014	V	UA Dactylis	7,05	3	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	1	Anthoxanthum odoratum	0,19	3	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	3	Dactylis glomerata	10,1	3	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	4	Holcus lanatus	7,69	3	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	a	Trifolium pratense	0,4	3	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	b	Vicia sativa	0	0	post	
BE	species	C-134abc	C	4	1	6	10.09.2014	c	Lotus corniculatus	8,17	3	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	1	Anthoxanthum odoratum	0,35	3	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	3	Dactylis glomerata	15,88	3	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	5	Stellaria graminea	0,14	3	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	8	Epilobium hirsutum	0,18	1	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	a	Trifolium pratense	0	0	post	
BE	species	C-1358ac	C	4	1	6	10.09.2014	c	Lotus corniculatus	5,47	3	post	
BE	invader	C-iII	C	4	0	1	10.09.2014	i	Senecio inaequidens	83,69	18	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	2	Festuca rubra	6,11	3	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	3	Dactylis glomerata	5,69	3	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	5	Stellaria graminea	2,73	3	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	6	Ranunculus acris	2,62	3	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	8	Epilobium hirsutum	2,03	3	post	
BE	invader	C-23568j	C	4	1	6	10.09.2014	j	Lupinus polyphyllus	6,79	3	post	
BE	species	C-6	C	4	0	1	10.09.2014	6	Ranunculus acris	21,08	18	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	1	Anthoxanthum odoratum	1,13	3	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	2	Festuca rubra	7,53	3	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	5	Stellaria graminea	0,19	0	post	
BE	invader	C-7cj	C	4	1	3	10.09.2014	7	Rumex acetosa	11,76	6	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	8	Epilobium hirsutum	3,19	3	post	
BE	invader	C-7cj	C	4	1	3	10.09.2014	c	Lotus corniculatus	41,38	6	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	c	Lotus corniculatus	21,2	3	post	
BE	species	C-1258cd	C	4	1	6	10.09.2014	d	Trifolium dubium	16,15	3	post	
BE	invader	C-7cj	C	4	1	3	10.09.2014	j	Lupinus polyphyllus	0,65	3	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	2	Festuca rubra	3,22	3	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	5	Stellaria graminea	1,1	3	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	8	Epilobium hirsutum	0	0	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	c	Lotus corniculatus	9,06	3	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	d	Trifolium dubium	12,68	3	post	
BE	invader	C-258cdj	C	4	1	6	10.09.2014	j	Lupinus polyphyllus	0	0	post	
BE	within	C-LMS	C	4	0	3	10.09.2014	L	BE Dactylis	6,44	6	post	
BE	within	C-LMS	C	4	0	3	10.09.2014	M	UK Dactylis	10,25	6	post	
BE	within	C-LMS	C	4	0	3	10.09.2014	S	SE Dactylis	1,66	4	post	
BE	phytometer	C-LII	C	4	1	3	10.09.2014	phyto 1	Dactylis glomerata	9,98	6	post	
BE	phytometer	C-LII	C	4	1	3	10.09.2014	phyto 2	Lotus corniculatus	20,57	6	post	
BE	phytometer	C-LII	C	4	1	3	10.09.2014	phyto 3	Plantago lanceolata	56,19	6	post	
BE	phytometer	C-SII	C	4	1	3	10.09.2014	phyto 1	Dactylis glomerata	47,11	6	post	
BE	phytometer	C-SII	C	4	1	3	10.09.2014	phyto 2	Lotus corniculatus	3,31	6	post	
BE	phytometer	C-SII	C	4	1	3	10.09.2014	phyto 3	Plantago lanceolata	35,35	6	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	2	Festuca rubra	1,09	3	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	3	Dactylis glomerata	7,17	3	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	5	Stellaria graminea	2,43	3	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	7	Rumex acetosa	0,95	3	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	a	Trifolium pratense	5,14	3	post	
BE	species	C-2357ac	C	5	1	6	10.09.2014	c	Lotus corniculatus	4,28	3	post	
BE	within	C-NOQ	C	5	0	3	10.09.2014	N	FR Dactylis	10,4	6	post	
BE	within	C-NOQ	C	5	0	3	10.09.2014	O	DE Dactylis	7,93	6	post	
BE	within	C-NOQ	C	5	0	3	10.09.2014	Q	IT Dactylis	5,86	6	post	
BE	invader	C-jI	C	5	1	1	10.09.2014	j	Lupinus polyphyllus	48,45	11	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	K	AT Dactylis	0,43	3	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	L	BE Dactylis	1,12	3	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	O	DE Dactylis	5,19	3	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	P	HU Dactylis	2,73	3	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	R	ES Dactylis	0,25	3	post	
BE	within	C-KLOPRS	C	5	0	6	10.09.2014	S	SE Dactylis	0,43	3	post	
BE	invader	C-iIII	C	5	0	1	10.09.2014	i	Senecio inaequidens	88,26	18	post	
BE	invader	C-8bi	C	5	1	3	10.09.2014	8	Epilobium hirsutum	0,77	6	post	
BE	invader	C-8bi	C	5	1	3	10.09.2014	b	Vicia sativa	2,27	0	post	
BE	invader	C-8bi	C	5	1	3	10.09.2014	i	Senecio inaequidens	69,8	6	post	
BE	within	C-R	C	5	0	1	10.09.2014	R	ES Dactylis	16,49	18	post	
BE	within	C-O	C	5	0	1	10.09.2014	O	DE Dactylis	16,18	18	post	
BE	species	C-2	C	5	0	1	10.09.2014	2	Festuca rubra	26,38	18	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	2	Festuca rubra	2,24	3	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	4	Holcus lanatus	5,1	3	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	6	Ranunculus acris	3,22	3	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	8	Epilobium hirsutum	5,83	2	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	b	Vicia sativa	0	0	post	
BE	species	C-2468bd	C	5	1	6	10.09.2014	d	Trifolium dubium	3,93	3	post	
BE	species	C-357	C	5	0	3	10.09.2014	3	Dactylis glomerata	17,2	6	post	
BE	species	C-357	C	5	0	3	10.09.2014	5	Stellaria graminea	0,76	6	post	
BE	species	C-357	C	5	0	3	10.09.2014	7	Rumex acetosa	5,26	6	post	
BE	within	C-LPT	C	5	0	3	10.09.2014	L	BE Dactylis	4,77	6	post	
BE	within	C-LPT	C	5	0	3	10.09.2014	P	HU Dactylis	9,68	6	post	
BE	within	C-LPT	C	5	0	3	10.09.2014	T	CH Dactylis	6,44	6	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	1	Anthoxanthum odoratum	1,76	3	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	4	Holcus lanatus	6,57	3	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	7	Rumex acetosa	0,42	3	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	b	Vicia sativa	0,36	0	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	d	Trifolium dubium	0,25	3	post	
BE	invader	C-147bdi	C	5	1	6	10.09.2014	i	Senecio inaequidens	7,92	3	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	2	Festuca rubra	2,51	3	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	4	Holcus lanatus	14,29	3	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	6	Ranunculus acris	0,23	0	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	a	Trifolium pratense	0,14	0	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	d	Trifolium dubium	1,13	3	post	
BE	invader	C-246adj	C	5	1	6	10.09.2014	j	Lupinus polyphyllus	1,82	3	post	
BE	within	C-MRV	C	5	0	3	10.09.2014	M	UK Dactylis	9,84	6	post	
BE	within	C-MRV	C	5	0	3	10.09.2014	R	ES Dactylis	1,9	6	post	
BE	within	C-MRV	C	5	0	3	10.09.2014	V	UA Dactylis	8,34	6	post	
BE	within	C-KRU	C	5	0	3	10.09.2014	K	AT Dactylis	7,31	6	post	
BE	within	C-KRU	C	5	0	3	10.09.2014	R	ES Dactylis	2,28	6	post	
BE	within	C-KRU	C	5	0	3	10.09.2014	U	TR Dactylis	0,22	6	post	
BE	invader	C-jII	C	5	1	1	10.09.2014	j	Lupinus polyphyllus	43,21	17	post	
BE	within	C-S	C	5	0	1	10.09.2014	S	SE Dactylis	2,04	16	post	
BE	within	C-V	C	5	0	1	10.09.2014	V	UA Dactylis	18,72	18	post	
BE	species	C-234568	C	5	0	6	10.09.2014	2	Festuca rubra	5,34	3	post	
BE	species	C-234568	C	5	0	6	10.09.2014	3	Dactylis glomerata	5,81	3	post	
BE	species	C-234568	C	5	0	6	10.09.2014	4	Holcus lanatus	9,55	3	post	
BE	species	C-234568	C	5	0	6	10.09.2014	5	Stellaria graminea	0,15	3	post	
BE	species	C-234568	C	5	0	6	10.09.2014	6	Ranunculus acris	0,03	0	post	
BE	species	C-234568	C	5	0	6	10.09.2014	8	Epilobium hirsutum	3,33	3	post	
BE	within	C-PTU	C	5	0	3	10.09.2014	P	HU Dactylis	9,89	6	post	
BE	within	C-PTU	C	5	0	3	10.09.2014	T	CH Dactylis	8,33	6	post	
BE	within	C-PTU	C	5	0	3	10.09.2014	U	TR Dactylis	0,67	4	post	
BE	invader	C-35j	C	5	1	3	10.09.2014	3	Dactylis glomerata	13,56	6	post	
BE	invader	C-35j	C	5	1	3	10.09.2014	5	Stellaria graminea	0,18	4	post	
BE	invader	C-35j	C	5	1	3	10.09.2014	j	Lupinus polyphyllus	23,1	6	post	
BE	invader	C-jIII	C	5	1	1	10.09.2014	j	Lupinus polyphyllus	39,16	17	post	
BE	invader	C-2dj	C	5	1	3	10.09.2014	2	Festuca rubra	14,95	6	post	
BE	invader	C-2dj	C	5	1	3	10.09.2014	d	Trifolium dubium	5,27	6	post	
BE	invader	C-2dj	C	5	1	3	10.09.2014	j	Lupinus polyphyllus	22,44	6	post	
BE	phytometer	C-LIII	C	5	1	3	10.09.2014	phyto 1	Dactylis glomerata	8,87	6	post	
BE	phytometer	C-LIII	C	5	1	3	10.09.2014	phyto 2	Lotus corniculatus	37,87	6	post	
BE	phytometer	C-LIII	C	5	1	3	10.09.2014	phyto 3	Plantago lanceolata	7,04	6	post	
BE	within	C-K	C	5	0	1	10.09.2014	K	AT Dactylis	7,79	18	post	
BE	species	C-4	C	5	0	1	10.09.2014	4	Holcus lanatus	22,44	18	post	
BE	species	C-3	C	5	0	1	10.09.2014	3	Dactylis glomerata	16,8	18	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	1	Anthoxanthum odoratum	1,46	3	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	3	Dactylis glomerata	8,17	3	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	8	Epilobium hirsutum	0	0	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	a	Trifolium pratense	3,33	3	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	c	Lotus corniculatus	0,5	3	post	
BE	invader	C-138acj	C	5	1	6	10.09.2014	j	Lupinus polyphyllus	2,79	3	post	
BE	phytometer	C-SIII	C	5	1	3	10.09.2014	phyto 1	Dactylis glomerata	48,7	6	post	
BE	phytometer	C-SIII	C	5	1	3	10.09.2014	phyto 2	Lotus corniculatus	39,7	6	post	
BE	phytometer	C-SIII	C	5	1	3	10.09.2014	phyto 3	Plantago lanceolata	1,19	6	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	K	AT Dactylis	0,72	3	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	M	UK Dactylis	0,06	1	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	P	HU Dactylis	4,44	3	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	Q	IT Dactylis	2,92	3	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	T	CH Dactylis	4,06	3	post	
BE	within	C-KMPQTU	C	5	0	6	10.09.2014	U	TR Dactylis	0,88	3	post	
BE	species	C-5	C	5	0	1	10.09.2014	5	Stellaria graminea		18	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	M	UK Dactylis	0,18	1	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	N	FR Dactylis	2,31	3	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	O	DE Dactylis	14,62	3	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	P	HU Dactylis	2,58	2	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	S	SE Dactylis	1,21	2	post	
BE	within	C-MNOPSU	C	5	0	6	10.09.2014	U	TR Dactylis	0,02	3	post	
BE	species	C-123	C	5	0	3	10.09.2014	1	Anthoxanthum odoratum	8,63	6	post	
BE	species	C-123	C	5	0	3	10.09.2014	2	Festuca rubra	3,08	6	post	
BE	species	C-123	C	5	0	3	10.09.2014	3	Dactylis glomerata	11,58	6	post	
BE	species	D-abc	D	6	1	3	10.09.2014	a	Trifolium pratense	7,06	4	post	
BE	species	D-abc	D	6	1	3	10.09.2014	b	Vicia sativa	8,39	0	post	
BE	species	D-abc	D	6	1	3	10.09.2014	c	Lotus corniculatus	6,09	6	post	
BE	species	D-234568	D	6	0	6	10.09.2014	2	Festuca rubra	0,53	3	post	
BE	species	D-234568	D	6	0	6	10.09.2014	3	Dactylis glomerata	3,25	3	post	
BE	species	D-234568	D	6	0	6	10.09.2014	4	Holcus lanatus	8,05	1	post	
BE	species	D-234568	D	6	0	6	10.09.2014	5	Stellaria graminea	0,08	1	post	
BE	species	D-234568	D	6	0	6	10.09.2014	6	Ranunculus acris	0,45	0	post	
BE	species	D-234568	D	6	0	6	10.09.2014	8	Epilobium hirsutum	0	0	post	
BE	invader	D-34j	D	6	1	3	10.09.2014	3	Dactylis glomerata	6,4	6	post	
BE	invader	D-34j	D	6	1	3	10.09.2014	4	Holcus lanatus	5,95	2	post	
BE	invader	D-34j	D	6	1	3	10.09.2014	j	Lupinus polyphyllus	0,08	0	post	
BE	invader	D-jIII	D	6	1	1	10.09.2014	j	Lupinus polyphyllus	15,12	9	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	2	Festuca rubra	0,46	3	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	4	Holcus lanatus	3,99	2	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	6	Ranunculus acris	1,01	0	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	8	Epilobium hirsutum	0,11	0	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	b	Vicia sativa	6,11	0	post	
BE	species	D-2468bd	D	6	1	6	10.09.2014	d	Trifolium dubium	3,24	3	post	
BE	within	D-LRS	D	6	0	3	10.09.2014	L	BE Dactylis	2,37	6	post	
BE	within	D-LRS	D	6	0	3	10.09.2014	R	ES Dactylis	1,68	4	post	
BE	within	D-LRS	D	6	0	3	10.09.2014	S	SE Dactylis	8,81	5	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	K	AT Dactylis	2,36	3	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	N	FR Dactylis	0,68	3	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	R	ES Dactylis	0,76	3	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	T	CH Dactylis	3,16	3	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	U	TR Dactylis	1,36	3	post	
BE	within	D-KNRTUV	D	6	0	6	10.09.2014	V	UA Dactylis	3,25	3	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	5	Stellaria graminea	0	0	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	6	Ranunculus acris	0,7	0	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	a	Trifolium pratense	1,36	1	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	b	Vicia sativa	5	0	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	c	Lotus corniculatus	3,7	1	post	
BE	invader	D-56abci	D	6	1	6	10.09.2014	i	Senecio inaequidens	51,84	3	post	
BE	within	D-S	D	6	0	1	10.09.2014	S	SE Dactylis	6,49	17	post	
BE	within	D-P	D	6	0	1	10.09.2014	P	HU Dactylis	13,13	18	post	
BE	invader	D-56i	D	6	0	3	10.09.2014	5	Stellaria graminea	0,17	0	post	
BE	invader	D-56i	D	6	0	3	10.09.2014	6	Ranunculus acris	1,92	2	post	
BE	invader	D-56i	D	6	0	3	10.09.2014	i	Senecio inaequidens	44,05	6	post	
BE	species	D-6	D	6	0	1	10.09.2014	6	Ranunculus acris	8,98	3	post	
BE	within	D-O	D	6	0	1	10.09.2014	O	DE Dactylis	14,62	18	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	2	Festuca rubra	1,9	3	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	4	Holcus lanatus	3,53	2	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	6	Ranunculus acris	0,08	0	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	a	Trifolium pratense	1,75	2	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	d	Trifolium dubium	3,85	1	post	
BE	invader	D-246adj	D	6	1	6	10.09.2014	j	Lupinus polyphyllus	0	0	post	
BE	within	D-MRV	D	6	0	3	10.09.2014	M	UK Dactylis	14,77	6	post	
BE	within	D-MRV	D	6	0	3	10.09.2014	R	ES Dactylis	1,15	6	post	
BE	within	D-MRV	D	6	0	3	10.09.2014	V	UA Dactylis	6,94	6	post	
BE	invader	D-abj	D	6	1	3	10.09.2014	a	Trifolium pratense	6,42	6	post	
BE	invader	D-abj	D	6	1	3	10.09.2014	b	Vicia sativa	9,56	0	post	
BE	invader	D-abj	D	6	1	3	10.09.2014	j	Lupinus polyphyllus	0	0	post	
BE	species	D-357	D	6	0	3	10.09.2014	3	Dactylis glomerata	6,47	6	post	
BE	species	D-357	D	6	0	3	10.09.2014	5	Stellaria graminea	0,28	2	post	
BE	species	D-357	D	6	0	3	10.09.2014	7	Rumex acetosa	6,58	6	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	K	AT Dactylis	1,6	3	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	M	UK Dactylis	2,35	3	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	P	HU Dactylis	2,41	3	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	Q	IT Dactylis	2,66	3	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	T	CH Dactylis	2,2	3	post	
BE	within	D-KMPQTU	D	6	0	6	10.09.2014	U	TR Dactylis	2,06	3	post	
BE	within	D-KMO	D	6	0	3	10.09.2014	K	AT Dactylis	1,63	6	post	
BE	within	D-KMO	D	6	0	3	10.09.2014	M	UK Dactylis	9,05	6	post	
BE	within	D-KMO	D	6	0	3	10.09.2014	O	DE Dactylis	5,67	6	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	2	Festuca rubra	1,5	3	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	4	Holcus lanatus	3,89	3	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	6	Ranunculus acris	0,53	0	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	8	Epilobium hirsutum	1,32	2	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	a	Trifolium pratense	1,69	3	post	
BE	species	D-2468ad	D	6	1	6	10.09.2014	d	Trifolium dubium	3,59	1	post	
BE	species	D-3	D	6	0	1	10.09.2014	3	Dactylis glomerata	11,16	18	post	
BE	within	D-T	D	6	0	1	10.09.2014	T	CH Dactylis	12,75	18	post	
BE	invader	D-7cj	D	6	1	3	10.09.2014	7	Rumex acetosa	4,58	6	post	
BE	invader	D-7cj	D	6	1	3	10.09.2014	c	Lotus corniculatus	25,31	6	post	
BE	invader	D-7cj	D	6	1	3	10.09.2014	j	Lupinus polyphyllus	2,45	6	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	K	AT Dactylis	2,53	3	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	N	FR Dactylis	1,18	3	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	P	HU Dactylis	3,34	3	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	Q	IT Dactylis	2,57	3	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	T	CH Dactylis	1,09	2	post	
BE	within	D-KNPQTV	D	6	0	6	10.09.2014	V	UA Dactylis	0,12	3	post	
BE	phytometer	D-LIII	D	6	1	3	10.09.2014	phyto 1	Dactylis glomerata	1,76	6	post	
BE	phytometer	D-LIII	D	6	1	3	10.09.2014	phyto 2	Lotus corniculatus	2,96	6	post	
BE	phytometer	D-LIII	D	6	1	3	10.09.2014	phyto 3	Plantago lanceolata	17,57	6	post	
BE	within	D-OQU	D	6	0	3	10.09.2014	O	DE Dactylis	6,93	6	post	
BE	within	D-OQU	D	6	0	3	10.09.2014	Q	IT Dactylis	2,87	6	post	
BE	within	D-OQU	D	6	0	3	10.09.2014	U	TR Dactylis	0,79	4	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	1	Anthoxanthum odoratum	2,77	3	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	2	Festuca rubra	1,34	3	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	4	Holcus lanatus	4,99	3	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	7	Rumex acetosa	3,65	3	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	8	Epilobium hirsutum	0,24	1	post	
BE	invader	D-12478i	D	6	0	6	10.09.2014	i	Senecio inaequidens	46,16	3	post	
BE	invader	D-17i	D	6	0	3	10.09.2014	1	Anthoxanthum odoratum	1,04	6	post	
BE	invader	D-17i	D	6	0	3	10.09.2014	7	Rumex acetosa	10,38	6	post	
BE	invader	D-17i	D	6	0	3	10.09.2014	i	Senecio inaequidens	15,22	6	post	
BE	species	D-5ad	D	6	1	3	10.09.2014	5	Stellaria graminea	1,18	1	post	
BE	species	D-5ad	D	6	1	3	10.09.2014	a	Trifolium pratense	4,26	6	post	
BE	species	D-5ad	D	6	1	3	10.09.2014	d	Trifolium dubium	5,07	4	post	
BE	phytometer	D-SIII	D	6	1	3	10.09.2014	phyto 1	Dactylis glomerata	8,24	0	post	
BE	phytometer	D-SIII	D	6	1	3	10.09.2014	phyto 2	Lotus corniculatus	0,3	0	post	
BE	phytometer	D-SIII	D	6	1	3	10.09.2014	phyto 3	Plantago lanceolata	6,85	1	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	1	Anthoxanthum odoratum	0,78	1	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	3	Dactylis glomerata	2,58	3	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	4	Holcus lanatus	3,16	3	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	a	Trifolium pratense	4,95	2	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	b	Vicia sativa	10,47	0	post	
BE	invader	D-134abi	D	6	1	6	10.09.2014	i	Senecio inaequidens	6,21	3	post	
BE	species	D-a	D	6	1	1	10.09.2014	a	Trifolium pratense	5,02	2	post	
BE	species	D-4	D	6	0	1	10.09.2014	4	Holcus lanatus	8,68	3	post	
BE	within	D-N	D	6	0	1	10.09.2014	N	FR Dactylis	2,97	7	post	
BE	invader	C-12i	C	1	0	3	12.12.2014	1	Anthoxanthum odoratum	0,81		end	
BE	invader	C-12i	C	1	0	3	12.12.2014	2	Festuca rubra	2,2		end	
BE	invader	C-12i	C	1	0	3	12.12.2014	i	Senecio inaequidens	2,69		end	
BE	species	C-26b	C	1	1	3	12.12.2014	2	Festuca rubra	10		end	
BE	species	C-26b	C	1	1	3	12.12.2014	6	Ranunculus acris	3,99		end	
BE	species	C-26b	C	1	1	3	12.12.2014	b	Vicia sativa	0		end	
BE	species	C-148	C	1	0	3	12.12.2014	1	Anthoxanthum odoratum	5,64		end	
BE	species	C-148	C	1	0	3	12.12.2014	4	Holcus lanatus	5,02		end	
